Name,Pos,Team,Year,Games Plyd,Rush,Rush Yards,Rush TD,Target,Catch,Catch yards,Catch TD,Pass,Complete,Pass Yards,Pass TD,Int,Fum
"Davey, Rohan",QB,NE,2004,4,4,-1,,,,,,10,4,54,,,
"Davis, Andre'",WR,CLE,2003,16,5,28,,64,40,576,5,,,,,,2
"Davis, Andre'",WR,CLE,2004,7,1,-3,,34,16,416,2,,,,,,
"Davis, Andre'",WR,NE,2005,8,,,,25,9,190,1,,,,,,
"Davis, Domanick",RB,HOU,2003,14,238,1031,8,67,47,351,,,,,,,3
"Davis, Domanick",RB,HOU,2004,15,301,1180,13,84,69,596,1,,,,,,4
"Davis, Domanick",RB,HOU,2005,11,230,976,2,48,39,337,4,,,,,,1
"Davis, Stephen",RB,CAR,2003,14,318,1444,8,19,14,159,,,,,,,2
"Davis, Stephen",RB,CAR,2004,2,24,92,,2,2,32,,,,,,,
"Davis, Stephen",RB,CAR,2005,13,180,549,12,11,5,45,,,,,,,
"Dayne, Ron",RB,NYG,2004,11,52,179,1,4,1,7,,,,,,,
"Dayne, Ron",RB,DEN,2005,8,53,270,1,3,3,17,,,,,,,1
"Delhomme, Jake",QB,CAR,2003,16,42,43,1,,,,,449,266,3219,19,16,6
"Delhomme, Jake",QB,CAR,2004,16,25,71,1,,,,,533,310,3886,29,15,5
"Delhomme, Jake",QB,CAR,2005,16,24,31,1,,,,,435,262,3421,24,16,6
"Detmer, Koy",QB,PHI,2003,3,,,,,,,,5,3,32,,,
"Detmer, Koy",QB,PHI,2004,5,10,-7,,,,,,39,18,207,,2,1
"Detmer, Koy",QB,PHI,2005,5,1,1,,,,,,56,32,238,,3,2
"Devoe, Todd",WR,DEN,2005,8,,,,14,9,87,1,,,,,,
"Diamond, Lorenzo",TE,ARI,2004,4,,,,5,3,19,,,,,,,
"Diamond, Lorenzo",TE,MIA,2005,8,,,,12,8,54,,,,,,,
"Dilfer, Trent",QB,SEA,2003,4,2,-1,,,,,,7,4,31,1,1,1
"Dilfer, Trent",QB,SEA,2004,4,10,14,,,,,,58,25,333,1,3,
"Dilfer, Trent",QB,CLE,2005,11,20,46,,,,,,333,199,2321,11,12,7
"Dilger, Ken",TE,TB,2003,13,,,,39,22,244,1,,,,,,
"Dilger, Ken",TE,TB,2004,16,,,,55,39,345,3,,,,,,
"Dillon, Corey",RB,CIN,2003,13,138,541,2,17,11,71,,,,,,,
"Dillon, Corey",RB,NE,2004,15,345,1635,12,19,15,103,1,,,,,,3
"Dillon, Corey",RB,NE,2005,11,209,733,12,25,22,181,1,,,,,,1
"Dinkins, Darnell",TE,BAL,2004,7,,,,14,9,94,1,,,,,,
"Dinkins, Darnell",TE,BAL,2005,6,,,,13,6,55,,,,,,,
"Dinkins, David",TE,NYG,2003,1,,,,1,,,,,,,,,
"Doering, Chris",WR,PIT,2003,12,,,,29,18,240,1,,,,,,
"Dorsey, Ken",QB,SF,2004,8,5,7,,,,,,226,123,1231,6,9,3
"Dorsey, Ken",QB,SF,2005,3,4,11,,,,,,90,48,481,2,2,1
"Dreessen, Joel",TE,NYJ,2005,5,,,,9,5,41,,,,,,,
"Driver, Donald",WR,GB,2003,15,5,51,,92,52,621,2,,,,,,
"Driver, Donald",WR,GB,2004,16,3,4,,141,84,1208,9,,,,,,1
"Driver, Donald",WR,GB,2005,16,2,13,,149,86,1221,5,,,,,,
"Droughns, Reuben",RB,DEN,2003,8,6,14,,11,9,87,2,,,,,,
"Droughns, Reuben",RB,DEN,2004,16,275,1240,6,45,32,241,2,,,,,,3
"Droughns, Reuben",RB,CLE,2005,16,309,1232,2,54,39,369,,,,,,,1
"Drummond, Eddie",WR,DET,2003,1,1,1,,,,,,,,,,,
"Drummond, Eddie",WR,DET,2004,1,1,9,,0,,,,,,,,,
"Drummond, Eddie",WR,DET,2005,1,1,-3,,0,,,,,,,,,
"Duckett, T.J.",RB,ATL,2003,16,197,779,11,14,11,94,,,,,,,2
"Duckett, T.J.",RB,ATL,2004,12,104,509,8,3,3,15,,,,,,,2
"Duckett, T.J.",RB,ATL,2005,14,121,380,8,7,6,63,,,,,,,2
"Dudley, Rickey",TE,TB,2003,5,,,,13,7,42,1,,,,,,
"Dudley, Rickey",TE,TB,2004,3,,,,5,3,48,,,,,,,
"Duke, Wesley",TE,DEN,2005,2,,,,4,2,22,1,,,,,,
"Dunn, Jason",TE,KC,2003,6,,,,8,5,35,3,,,,,,
"Dunn, Jason",TE,KC,2004,11,,,,25,17,120,3,,,,,,
"Dunn, Jason",TE,KC,2005,6,,,,9,5,53,,,,,,,
"Dunn, Warrick",RB,ATL,2003,11,125,672,3,52,37,336,2,,,,,,1
"Dunn, Warrick",RB,ATL,2004,16,265,1106,9,40,29,293,,,,,,,2
"Dunn, Warrick",RB,ATL,2005,16,280,1416,3,36,29,220,1,,,,,,1
"Dwight, Tim",WR,SD,2003,9,9,88,,33,14,193,,,,,,,1
"Dwight, Tim",WR,SD,2004,5,4,54,,6,2,31,1,,,,,,
"Dwight, Tim",WR,NE,2005,15,4,11,,35,19,332,3,,,,,,
"Dyson, Kevin",WR,CAR,2003,1,,,,2,2,15,,,,,,,
"Easlick, Doug",RB,MIA,2004,1,,,,1,1,4,,,,,,,
"Easy, Omar",RB,KC,2003,5,,,,5,3,19,,,,,,,
"Easy, Omar",RB,KC,2004,1,4,1,,0,,,,,,,,,
"Echemandu, Adimchinobe",RB,CLE,2004,2,8,25,,4,3,25,,,,,,,1
"Edwards, Braylon",WR,CLE,2005,10,,,,58,32,512,3,,,,,,
"Edwards, Eric",TE,ARI,2004,4,,,,7,5,51,,,,,,,
"Edwards, Eric",TE,ARI,2005,8,,,,17,12,133,1,,,,,,
"Edwards, Marc",RB,JAX,2003,15,7,13,1,43,31,226,,,,,,,
"Edwards, Marc",RB,JAX,2004,7,,,,9,7,41,,,,,,,
"Edwards, Marc",RB,CHI,2005,8,,,,13,10,66,2,,,,,,
"Edwards, Terrence",WR,ATL,2003,2,,,,2,1,10,,,,,,,
"Edwards, Troy",WR,JAX,2003,12,3,-9,,65,35,487,3,,,,,,
"Edwards, Troy",WR,JAX,2004,16,2,2,,79,50,533,1,,,,,,2
"Edwards, Troy",WR,DET,2005,1,,,,3,2,15,,,,,,,
"Engram, Bobby",WR,SEA,2003,16,,,,77,52,640,6,,,,,,1
"Engram, Bobby",WR,SEA,2004,13,,,,57,36,499,2,,,,,,1
"Engram, Bobby",WR,SEA,2005,13,,,,98,67,774,3,,,,,,2
"Euhus, Tim",TE,BUF,2004,6,,,,13,11,98,2,,,,,,
"Euhus, Tim",TE,BUF,2005,4,,,,5,3,17,,,,,,,
"Evans, Heath",RB,SEA,2003,5,7,24,,2,2,34,,,,,,,
"Evans, Heath",RB,SEA,2004,5,7,20,,5,2,12,,,,,,,
"Evans, Heath",RB,NE,2005,5,52,192,,16,14,105,,,,,,,
"Evans, Lee",WR,BUF,2004,16,5,85,,72,48,843,9,,,,,,1
"Evans, Lee",WR,BUF,2005,16,4,38,,94,49,743,7,,,,,,
"Fargas, Justin",RB,OAK,2003,9,40,203,,3,2,2,,,,,,,1
"Fargas, Justin",RB,OAK,2004,10,35,126,1,14,11,68,,,,,,,1
"Fargas, Justin",RB,OAK,2005,4,5,28,,5,1,9,,,,,,,
"Farris, Jimmy",WR,ATL,2003,6,,,,15,6,100,2,,,,,,
"Farris, Jimmy",WR,WAS,2005,1,,,,1,1,18,,,,,,,
"Fason, Ciatrick",RB,MIN,2005,9,32,62,4,0,,,,,,,,,1
"Faulk, Kevin",RB,NE,2003,15,178,638,,65,48,440,,,,,,,4
"Faulk, Kevin",RB,NE,2004,11,54,255,2,31,26,248,1,,,,,,1
"Faulk, Kevin",RB,NE,2005,8,51,144,,37,29,260,,,,,,,2
"Faulk, Marshall",RB,STL,2003,11,209,818,10,61,45,290,1,,,,,,
"Faulk, Marshall",RB,STL,2004,14,195,774,3,66,50,310,1,,,,,,1
"Faulk, Marshall",RB,STL,2005,16,65,292,,60,44,291,1,,,,,,1
"Fauria, Christian",TE,NE,2003,15,,,,46,28,285,2,,,,,,
"Fauria, Christian",TE,NE,2004,11,,,,20,16,195,2,,,,,,
"Fauria, Christian",TE,NE,2005,7,,,,18,8,57,2,,,,,,
"Favre, Brett",QB,GB,2003,16,18,15,,,,,,472,308,3361,32,21,1
"Favre, Brett",QB,GB,2004,16,16,36,,,,,,541,346,4086,30,17,1
"Favre, Brett",QB,GB,2005,16,18,62,,,,,,607,372,3881,20,29,7
"Feeley, A.J.",QB,MIA,2004,11,14,13,1,,,,,356,191,1893,11,15,5
"Fenderson, James",RB,NO,2003,2,4,14,,1,1,5,,,,,,,
"Ferguson, Robert",WR,GB,2003,13,1,-8,,58,38,520,4,,,,,,
"Ferguson, Robert",WR,GB,2004,13,,,,52,24,367,1,,,,,,
"Ferguson, Robert",WR,GB,2005,11,,,,56,27,366,3,,,,,,
"Fiedler, Jay",QB,MIA,2003,12,33,95,3,,,,,314,179,2138,11,13,4
"Fiedler, Jay",QB,MIA,2004,8,12,59,,,,,,190,101,1186,7,8,4
"Fiedler, Jay",QB,NYJ,2005,2,1,0,,,,,,13,8,107,1,,
"Finn, James",RB,NYG,2003,8,,,,20,14,115,,,,,,,
"Finn, James",RB,NYG,2004,10,3,7,,18,15,112,,,,,,,
"Finn, James",RB,NYG,2005,9,,,,22,13,98,,,,,,,
"Finneran, Brian",WR,ATL,2003,12,,,,56,26,368,2,,,,,,
"Finneran, Brian",WR,ATL,2004,11,,,,33,23,258,2,,,,,,1
"Finneran, Brian",WR,ATL,2005,16,,,,85,50,611,2,,,,,,
"Fisher, Tony",RB,GB,2003,13,40,200,1,25,21,206,2,,,,,,
"Fisher, Tony",RB,GB,2004,16,65,224,,43,38,277,2,,,,,,
"Fisher, Tony",RB,GB,2005,12,60,173,1,65,48,347,1,,,,,,
"Fitzgerald, Larry",WR,ARI,2004,16,8,14,,112,58,780,8,,,,,,
"Fitzgerald, Larry",WR,ARI,2005,16,8,41,,160,103,1409,10,,,,,,
"Fitzpatrick, Ryan",QB,STL,2005,4,14,64,2,,,,,135,76,777,4,8,1
"Fitzsimmons, Casey",TE,DET,2003,11,,,,40,23,160,2,,,,,,
"Fitzsimmons, Casey",TE,DET,2004,13,,,,15,10,103,,,,,,,
"Fitzsimmons, Casey",TE,DET,2005,12,,,,17,10,45,1,,,,,,
"Fleming, Troy",RB,TEN,2004,12,7,40,,27,19,164,2,,,,,,
"Fleming, Troy",RB,TEN,2005,9,,,,14,10,69,1,,,,,,
"Flemister, Zeron",TE,WAS,2003,8,,,,17,9,89,,,,,,,1
"Flemister, Zeron",TE,OAK,2005,2,,,,2,,,,,,,,,
"Fletcher, Bryan",TE,IND,2005,11,,,,27,18,202,3,,,,,,
"Floyd, Malcolm",WR,SD,2004,2,,,,9,3,49,1,,,,,,
"Flutie, Doug",QB,SD,2003,7,33,168,2,,,,,167,91,1097,9,4,5
"Flutie, Doug",QB,SD,2004,2,5,39,2,,,,,38,20,276,1,,
"Flutie, Doug",QB,NE,2005,4,5,-1,,,,,,10,5,29,,,1
"Forsey, Brock",RB,CHI,2003,4,50,191,2,5,3,37,,,,,,,
"Forsey, Brock",RB,MIA,2004,3,19,53,,1,,,,,,,,,
"Foschi, JohnPaul",TE,OAK,2005,7,,,,11,6,37,,,,,,,
"Foster, De'shaun",RB,CAR,2003,14,113,429,,35,26,207,2,,,,,,3
"Foster, De'shaun",RB,CAR,2004,4,59,255,2,9,9,76,,,,,,,
"Foster, De'shaun",RB,CAR,2005,15,205,879,2,49,34,372,1,,,,,,1
"Foster, Larry",WR,ARI,2003,1,,,,2,1,7,,,,,,,
"Francis, Carlos",WR,OAK,2004,1,,,,2,,,,,,,,,
"Franks, Bubba",TE,GB,2003,14,,,,44,30,241,4,,,,,,
"Franks, Bubba",TE,GB,2004,15,,,,47,34,361,7,,,,,,
"Franks, Bubba",TE,GB,2005,9,,,,35,25,207,1,,,,,,
"Freeman, Antonio",WR,GB,2003,15,,,,26,14,141,,,,,,,
"Frerotte, Gus",QB,MIN,2003,4,12,-2,,,,,,64,38,690,7,2,
"Frerotte, Gus",QB,MIN,2004,1,,,,,,,,1,,,,,
"Frerotte, Gus",QB,MIA,2005,16,27,61,,,,,,494,257,2996,18,13,4
"Frye, Charlie",QB,CLE,2005,7,17,53,1,,,,,165,98,1002,4,6,3
"Fuamatu-Ma'afala, Chris",RB,JAX,2003,9,35,144,1,2,1,2,,,,,,,
"Fuamatu-Ma'afala, Chris",RB,JAX,2004,7,20,69,1,6,4,19,,,,,,,
"Furrey, Mike",WR,STL,2003,11,3,5,,34,20,189,,,,,,,
"Furrey, Mike",WR,STL,2004,1,,,,3,1,8,,,,,,,
"Gabriel, Doug",WR,OAK,2003,1,,,,1,1,17,,,,,,,
"Gabriel, Doug",WR,OAK,2004,16,2,7,,81,33,551,2,,,,,,2
"Gabriel, Doug",WR,OAK,2005,13,1,5,,76,37,554,3,,,,,,
"Gado, Samkon",RB,GB,2005,8,143,582,6,12,10,77,1,,,,,,1
"Gadsden, Oronde",WR,MIA,2003,3,,,,8,4,48,,,,,,,
"Gaffney, Jabar",WR,HOU,2003,14,1,13,,63,34,402,2,,,,,,
"Gaffney, Jabar",WR,HOU,2004,15,4,30,,68,41,632,2,,,,,,1
"Gaffney, Jabar",WR,HOU,2005,15,4,13,,90,55,492,2,,,,,,
"Gage, Justin",WR,CHI,2003,9,,,,33,17,338,2,,,,,,1
"Gage, Justin",WR,CHI,2004,12,,,,30,12,156,,,,,,,
"Gage, Justin",WR,CHI,2005,14,,,,53,31,346,2,,,,,,
"Gaines, Michael",TE,CAR,2004,6,,,,11,4,34,,,,,,,
"Gaines, Michael",TE,CAR,2005,7,,,,16,12,155,2,,,,,,
"Galloway, Joey",WR,DAL,2003,15,4,22,,76,34,672,2,,,,,,
"Galloway, Joey",WR,TB,2004,10,2,19,,54,33,416,5,,,,,,
"Galloway, Joey",WR,TB,2005,16,2,4,,157,83,1287,10,,,,,,
"Gannon, Rich",QB,OAK,2003,7,6,18,,,,,,224,124,1270,6,4,
"Gannon, Rich",QB,OAK,2004,3,5,26,,,,,,68,41,524,3,2,1
"Garcia, Jeff",QB,SF,2003,13,54,325,7,,,,,392,225,2704,18,13,3
"Garcia, Jeff",QB,CLE,2004,11,34,169,2,,,,,252,144,1731,10,9,6
"Garcia, Jeff",QB,DET,2005,6,17,51,1,,,,,173,102,937,3,6,
"Gardner, Rod",WR,WAS,2003,16,,,,116,59,600,5,,,,,,
"Gardner, Rod",WR,WAS,2004,16,3,7,,107,51,650,5,,,,,,
"Gardner, Rod",WR,CAR,2005,8,,,,17,9,84,1,,,,,,
"Gardner, Rod",WR,GB,2005,2,,,,9,4,67,,,,,,,
"Gardner, Talman",WR,NO,2003,5,,,,17,3,29,,,,,,,
"Gardner, Talman",WR,NO,2004,1,,,,1,1,23,,,,,,,
"Garner, Charlie",RB,OAK,2003,14,120,553,3,72,48,386,1,,,,,,
"Garner, Charlie",RB,TB,2004,3,30,111,,14,9,62,,,,,,,
"Garrard, David",QB,JAX,2003,1,,,,,,,,12,9,86,1,,
"Garrard, David",QB,JAX,2004,4,12,76,1,,,,,72,38,374,2,1,
"Garrard, David",QB,JAX,2005,7,31,172,3,,,,,168,98,1117,4,1,1
"Gary, Olandis",RB,DET,2003,13,113,384,2,22,13,69,,,,,,,
"Gash, Sam",RB,BUF,2003,9,1,3,,13,11,83,,,,,,,
"Gates, Antonia",TE,SD,2003,6,,,,15,10,154,2,,,,,,1
"Gates, Antonio",TE,SD,2003,4,,,,25,14,235,,,,,,,
"Gates, Antonio",TE,SD,2004,15,,,,122,81,964,13,,,,,,
"Gates, Antonio",TE,SD,2005,15,,,,140,89,1101,10,,,,,,
"Gates, Antonio",WR,SD,2003,1,,,,2,,,,,,,,,
"George, Eddie",RB,TEN,2003,16,312,1031,5,30,22,163,,,,,,,
"George, Eddie",RB,DAL,2004,13,132,432,4,14,9,83,,,,,,,1
"Gilliam, Dondre",WR,SD,2003,1,,,,5,4,67,,,,,,,
"Gilmore, Brian",WR,ARI,2003,13,1,0,,46,17,213,2,,,,,,
"Gilmore, Brian",WR,MIA,2004,10,,,,31,15,206,1,,,,,,
"Gilmore, Brian",WR,MIA,2005,6,,,,20,5,105,1,,,,,,
"Gilmore, John",TE,CHI,2003,1,,,,1,,,,,,,,,
"Gilmore, John",TE,CHI,2004,1,,,,1,1,11,,,,,,,
"Gilmore, John",TE,CHI,2005,3,,,,3,1,1,1,,,,,,
"Givens, David",WR,NE,2003,11,,,,52,34,510,6,,,,,,
"Givens, David",WR,NE,2004,15,,,,104,56,872,3,,,,,,
"Givens, David",WR,NE,2005,13,2,13,,96,59,738,2,,,,,,
"Glenn, Terry",WR,DAL,2003,16,3,55,,97,52,754,5,,,,,,
"Glenn, Terry",WR,DAL,2004,6,1,-3,,37,24,400,2,,,,,,
"Glenn, Terry",WR,DAL,2005,16,2,-4,1,120,62,1136,7,,,,,,
"Goings, Nick",RB,CAR,2003,9,10,69,,14,12,97,1,,,,,,
"Goings, Nick",RB,CAR,2004,16,217,821,6,61,45,394,1,,,,,,1
"Goings, Nick",RB,CAR,2005,13,37,133,,20,14,151,,,,,,,
"Gonzalez, Tony",TE,KC,2003,16,,,,104,71,915,10,,,,,,
"Gonzalez, Tony",TE,KC,2004,16,1,5,,149,102,1258,7,,,,,,
"Gonzalez, Tony",TE,KC,2005,16,,,,121,78,905,2,,,,,,
"Goodspeed, Joey",RB,STL,2004,12,3,6,1,16,11,71,,,,,,,
"Goodwin, Hunter",TE,MIN,2003,4,,,,4,4,26,,,,,,,
"Gordon, Lamar",RB,STL,2003,9,71,298,1,13,8,59,,,,,,,
"Gordon, Lamar",RB,MIA,2004,3,35,64,,18,13,74,,,,,,,
"Gordon, Lamar",RB,PHI,2005,13,54,182,1,17,11,79,,,,,,,2
"Gore, Frank",RB,SF,2005,14,128,613,3,21,15,131,,,,,,,2
"Graham, Daniel",TE,NE,2003,13,,,,62,38,409,4,,,,,,
"Graham, Daniel",TE,NE,2004,14,,,,49,30,364,7,,,,,,
"Graham, Daniel",TE,NE,2005,8,,,,24,16,235,3,,,,,,
"Graham, Earnest",RB,TB,2004,7,13,73,,1,,,,,,,,,
"Graham, Earnest",RB,TB,2005,4,28,83,,1,,,,,,,,,1
"Gray, Quinn",QB,JAX,2005,1,3,1,,,,,,14,8,100,2,,1
"Green, Ahman",RB,GB,2003,16,355,1883,15,60,50,367,5,,,,,,5
"Green, Ahman",RB,GB,2004,15,259,1163,7,52,40,275,1,,,,,,4
"Green, Ahman",RB,GB,2005,5,77,255,,27,19,147,,,,,,,
"Green, Justin",RB,BAL,2005,5,5,4,,8,7,32,,,,,,,
"Green, Trent",QB,KC,2003,16,26,83,2,,,,,523,330,4039,24,12,1
"Green, Trent",QB,KC,2004,16,25,85,,,,,,556,369,4585,27,17,3
"Green, Trent",QB,KC,2005,16,35,82,,,,,,507,317,4014,17,10,4
"Green, William",RB,CLE,2003,7,142,559,1,14,10,50,,,,,,,2
"Green, William",RB,CLE,2004,14,163,585,2,21,14,84,,,,,,,2
"Green, William",RB,CLE,2005,7,20,78,,8,5,30,,,,,,,
"Griese, Brian",QB,MIA,2003,5,3,17,,,,,,130,74,813,5,6,4
"Griese, Brian",QB,TB,2004,11,30,17,,,,,,336,233,2632,20,12,2
"Griese, Brian",QB,TB,2005,6,13,12,,,,,,174,112,1136,7,7,1
"Griffin, Quentin",RB,DEN,2003,9,94,345,,11,8,61,,,,,,,1
"Griffin, Quentin",RB,DEN,2004,5,85,311,2,14,10,68,1,,,,,,3
"Griffith, Justin",RB,ATL,2003,15,38,168,,32,21,122,2,,,,,,
"Griffith, Justin",RB,ATL,2004,12,9,39,,33,22,220,1,,,,,,
"Griffith, Justin",RB,ATL,2005,16,15,64,,34,21,111,3,,,,,,1
"Grossman, Rex",QB,CHI,2003,3,3,-1,,,,,,72,38,437,2,1,
"Grossman, Rex",QB,CHI,2004,3,11,48,1,,,,,84,47,607,1,3,2
"Grossman, Rex",QB,CHI,2005,2,,,,,,,,39,20,259,1,2,
"Guenther, Gregg",TE,TEN,2005,3,,,,3,2,13,,,,,,,
"Hackett, D.J.",WR,SEA,2005,9,,,,41,28,400,2,,,,,,
"Hakim, Az-zahir",WR,DET,2003,14,3,51,,106,49,449,4,,,,,,1
"Hakim, Az-zahir",WR,DET,2004,8,1,0,,54,29,479,3,,,,,,
"Hakim, Az-zahir",WR,NO,2005,10,,,,56,34,489,2,,,,,,1
"Hall, Dante",WR,KC,2003,16,17,66,,59,40,423,1,,,,,,1
"Hall, Dante",WR,KC,2004,13,8,56,,39,25,230,,,,,,,1
"Hall, Dante",WR,KC,2005,16,7,11,,54,34,436,3,,,,,,2
"Hall, Lamont",TE,NO,2004,1,,,,1,1,4,1,,,,,,
"Hall, Lamont",TE,NO,2005,5,,,,6,6,36,,,,,,,
"Hambrick, Troy",RB,DAL,2003,16,275,972,5,24,17,99,,,,,,,3
"Hambrick, Troy",RB,ARI,2004,9,63,283,1,5,4,16,1,,,,,,
"Hamdan, Gibran",QB,WAS,2003,1,,,,,,,,2,1,7,,,
"Hamilton, Lawrence",WR,CIN,2003,2,,,,3,,,,,,,,,
"Hankton, Cortez",WR,JAX,2003,13,,,,39,17,166,,,,,,,
"Hankton, Cortez",WR,JAX,2004,5,,,,10,9,81,2,,,,,,
"Hankton, Cortez",WR,JAX,2005,1,,,,5,3,15,,,,,,,
"Hankton, Karl",WR,CAR,2003,4,,,,5,2,27,,,,,,,
"Hankton, Karl",WR,CAR,2004,2,,,,3,2,25,,,,,,,
"Hankton, Karl",WR,CAR,2005,2,,,,2,,,,,,,,,
"Hannam, Ryan",TE,SEA,2004,7,,,,11,8,110,,,,,,,
"Hannam, Ryan",TE,SEA,2005,9,,,,18,13,89,1,,,,,,
"Hape, Patrick",RB,DEN,2003,2,,,,3,3,30,,,,,,,
"Hape, Patrick",TE,DEN,2004,9,,,,18,8,35,4,,,,,,
"Harrington, Joey",QB,DET,2003,16,28,98,,,,,,554,309,2880,17,22,
"Harrington, Joey",QB,DET,2004,16,49,175,,,,,,489,274,3047,19,12,3
"Harrington, Joey",QB,DET,2005,12,25,80,,,,,,331,189,2021,12,12,4
"Harris, Arlen",RB,STL,2003,8,85,255,4,19,15,102,,,,,,,
"Harris, Arlen",RB,STL,2004,2,20,63,,4,4,41,,,,,,,
"Harris, Arlen",RB,STL,2005,2,13,21,1,5,4,34,,,,,,,
"Harris, Joey",RB,CAR,2004,3,15,53,,3,,,,,,,,,
"Harrison, Marvin",WR,IND,2003,15,1,3,,137,94,1272,10,,,,,,2
"Harrison, Marvin",WR,IND,2004,16,,,,146,86,1113,15,,,,,,1
"Harrison, Marvin",WR,IND,2005,15,,,,130,82,1146,12,,,,,,
"Hartsock, Ben",TE,IND,2004,2,,,,8,4,33,,,,,,,
"Hartsock, Ben",TE,IND,2005,1,,,,2,2,8,,,,,,,
"Hasselbeck, Matt",QB,SEA,2003,16,36,125,2,,,,,513,313,3844,26,15,1
"Hasselbeck, Matt",QB,SEA,2004,14,28,94,1,,,,,474,279,3390,22,15,1
"Hasselbeck, Matt",QB,SEA,2005,16,36,124,1,,,,,449,294,3455,24,9,2
"Hasselbeck, Tim",QB,WAS,2003,7,15,41,,,,,,177,95,1012,5,7,2
"Hasselbeck, Tim",QB,NYG,2005,1,2,-3,,,,,,0,,,,,
"Hatchette, Matthew",WR,JAX,2003,6,,,,28,15,203,2,,,,,,
"Haynes, Verron",RB,PIT,2003,8,20,63,,10,7,57,,,,,,,2
"Haynes, Verron",RB,PIT,2004,12,55,272,,23,18,142,2,,,,,,
"Haynes, Verron",RB,PIT,2005,14,74,274,3,17,11,113,,,,,,,1
"Heap, Todd",TE,BAL,2003,16,3,21,,109,57,693,3,,,,,,
"Heap, Todd",TE,BAL,2004,6,,,,44,27,303,3,,,,,,
"Heap, Todd",TE,BAL,2005,16,,,,115,75,855,7,,,,,,1
"Hearst, Garrison",RB,SF,2003,12,178,768,3,38,25,211,1,,,,,,2
"Hearst, Garrison",RB,DEN,2004,6,20,81,1,3,2,20,,,,,,,
"Hedgecock, Madison",RB,STL,2005,7,1,0,,11,9,69,,,,,,,
"Heiden, Steve",TE,CLE,2003,8,,,,29,18,134,,,,,,,
"Heiden, Steve",TE,CLE,2004,12,,,,43,28,287,5,,,,,,1
"Heiden, Steve",TE,CLE,2005,15,,,,61,43,401,3,,,,,,
"Heinrich, Keith",TE,CLE,2003,4,,,,9,8,64,2,,,,,,
"Heinrich, Keith",TE,CLE,2004,1,,,,1,1,1,,,,,,,
"Heller, Will",TE,TB,2003,2,,,,3,2,15,1,,,,,,
"Heller, Will",TE,TB,2004,9,,,,17,12,98,1,,,,,,
"Heller, Will",TE,MIA,2005,2,,,,2,1,1,1,,,,,,
"Henderson, Devery",WR,NO,2005,13,1,9,,50,22,343,3,,,,,,
"Henderson, William",RB,GB,2003,12,,,,34,24,214,3,,,,,,
"Henderson, William",RB,GB,2004,16,,,,40,34,239,3,,,,,,
"Henderson, William",RB,GB,2005,14,1,-5,,33,29,256,,,,,,,1
"Henry, Chris",WR,CIN,2005,13,,,,51,31,422,6,,,,,,1
"Henry, Leonard",RB,MIA,2004,4,45,134,,6,3,12,,,,,,,1
"Henry, Travis",RB,BUF,2003,15,332,1353,10,40,28,158,1,,,,,,4
"Henry, Travis",RB,BUF,2004,9,94,326,,13,10,45,,,,,,,
"Henry, Travis",RB,TEN,2005,9,88,335,,20,13,117,,,,,,,1
"Henson, Drew",QB,DAL,2004,2,1,7,,,,,,18,10,78,1,1,1
"Herron, Noah",RB,GB,2005,3,45,121,2,1,,,,,,,,,
"Herron, Noah",RB,PIT,2005,1,3,2,,0,,,,,,,,,
"Hetherington, Chris",RB,OAK,2003,3,,,,3,2,23,,,,,,,
"Hetherington, Chris",RB,OAK,2004,2,1,4,,4,3,28,,,,,,,1
"Hetherington, Chris",RB,SF,2005,8,1,3,,9,5,26,,,,,,,
"Hicks, Maurice",RB,SF,2004,8,96,362,2,25,16,154,,,,,,,3
"Hicks, Maurice",RB,SF,2005,7,59,308,3,16,12,47,,,,,,,
"Hill, Darrell",WR,TEN,2004,1,,,,1,,,,,,,,,
"Hill, Shaun",QB,MIN,2005,1,2,-2,,,,,,0,,,,,
"Hilliard, Ike",WR,NYG,2003,13,2,19,,108,60,608,6,,,,,,2
"Hilliard, Ike",WR,NYG,2004,16,3,34,,82,49,437,,,,,,,1
"Hilliard, Ike",WR,TB,2005,15,,,,53,35,282,1,,,,,,
"Hilton, Zack",TE,NO,2003,1,,,,1,,,,,,,,,
"Hilton, Zack",TE,NO,2005,13,,,,52,35,396,1,,,,,,
"Hodgins, James",RB,ARI,2003,10,2,6,,20,14,58,2,,,,,,
"Holcomb, Kelly",QB,CLE,2003,10,8,7,,,,,,302,193,1797,10,12,2
"Holcomb, Kelly",QB,CLE,2004,4,3,-2,,,,,,87,59,737,7,5,
"Holcomb, Kelly",QB,BUF,2005,10,18,11,1,,,,,230,155,1509,10,8,5
"Holcombe, Robert",RB,TEN,2003,15,63,201,1,25,19,140,1,,,,,,1
"Holcombe, Robert",RB,TEN,2004,14,17,62,,21,11,60,,,,,,,
"Hollings, Tony",RB,HOU,2003,9,38,102,,6,2,25,,,,,,,2
"Hollings, Tony",RB,HOU,2004,3,11,47,,7,5,46,,,,,,,
"Holloway, Jabari",TE,HOU,2003,6,,,,10,8,84,,,,,,,
"Holmes, Alex",TE,MIA,2005,1,,,,1,1,2,,,,,,,
"Holmes, Priest",RB,KC,2003,16,320,1420,27,92,74,690,,,,,,,1
"Holmes, Priest",RB,KC,2004,8,196,892,14,25,19,187,1,,,,,,2
